Date,Time,Code,Object,Area,Status,Comment,CO2abs,CO2buf,dCO2ZP,dCO2MP,H2Oabs,H2Obuf,dH2OZP,dH2OMP,Flow,Pamb,Aux1,Aux2,Tcuv,Tleaf,Tamb,Tmin/max,PARtop,PARamb,Inside Fan,rh ,E,VPD,GH2O,A,ci,ca,wa,PARweatherstation ,Weight,"Wetness (LGR S/N: 21432090, SEN S/N: 21367120) - weather station","Temperature (LGR S/N: 21432090, SEN S/N: 21420856) - weather station","Relative Humidity (LGR S/N: 21432090, SEN S/N: 21420856) - weather station","Wind Speed (LGR S/N: 21432090, SEN S/N: 21435605) - weather station"
1/17/2023,15:24:55,MP_010,1,8,AFF2FF041FF-------------------,,444.6111,444.7823,-0.9634451,1.557697,8028.263,8030.084,2439.657,3083.411,1249.75,99.252,1608,1457,6.09,6.11,6.14,4.47,344,0.3,3,86.55,1.01446,0.8229954,1232.644,-4.392292,452.3187,447.34,8673.8,1561.2,76.09,21.76,4.124,74.887,8.05
1/18/2023,9:24:52,MP_010,1,8,AFF2FF041FF-------------------,,456.5496,456.874,-0.252425,-9.920691,8699.518,8688.588,114.9929,945.3951,1249.74,98.362,1143,1110,4.12,4.16,4.13,3.2,194.6,0,3,87.9,1.309702,-1.172841,-1116.692,14.51778,468.3694,447.25,9519,653.7,130.69,100,3.912,89.978,10.07
1/18/2023,14:29:38,MP_010,1,8,AFF2FF041FF-------------------,,449.3298,449.4601,-0.7171336,-1.91907,9006.428,9000.479,1495.79,1603.403,1249.79,98.754,1367,1282,4.35,4.19,4.4,3.93,98.4,0.2,3,88.91,0.1696633,-0.7720737,-219.7502,1.801665,461.5822,448.24,9108.1,223.7,123.65,100,4.014,88.566,4.03
1/19/2023,9:37:52,MP_010,1,8,AFF2FF041FF-------------------,,451.3488,451.5598,-0.5987698,-13.73383,9209.02,9215.445,414.6395,1217.109,1249.85,98.705,1291,1223,4.7,4.53,4.7,3.79,410.9,0.2,3,88.13,1.266391,-1.485404,-852.5563,19.96569,476.0916,438.5,10017.9,896.2,131.99,100,4.25,91.849,8.56
1/21/2023,15:46:06,MP_010,1,8,AFF2FF041FF-------------------,,446.2027,445.8894,-0.2477597,-1.223954,9772.297,9764.436,836.6671,1055.296,1249.68,99.308,1488,1369,4.63,4.68,4.41,3.61,197.6,0.1,3,88.91,0.3449652,-1.408784,-244.8673,1.371453,454.598,444.87,9983.1,406.2,94.27,100,3.638,97.949,3.02
1/22/2023,10:15:28,MP_010,1,8,AFF2FF041FF-------------------,,447.9233,448.1012,-0.8015731,-9.417246,8300.143,8302.979,1492.613,1938.339,1249.73,98.851,1374,1285,4.3,4.18,4.31,4.12,423.8,0.2,3,89.06,0.7024404,-0.4212861,-1667.371,13.15031,452.0954,439.5,8748.7,766.2,104.48,65.88,3.341,85.422,8.05
1/22/2023,17:23:22,MP_010,1,8,AFF2FF041FF-------------------,,449.6506,449.7985,0.0933015,0.5377176,8155.454,8149.714,-496.8869,2215.825,1249.71,99.16,1448,1340,4.57,4.3,4.53,3.15,308.5,0.3,3,86.65,4.284174,-2.51188,-1705.565,-2.623336,449.6479,450.28,10862.4,616.2,92.08,58.82,3.574,80.839,6.04
1/24/2023,18:41:27,MP_010,1,8,AFF2FF041FF-------------------,,447.6025,447.7789,0.2850871,-7.637001,9968.912,9965.968,-149.4931,1380.86,1249.78,98.416,1624,1468,4.93,4.78,4.51,4.17,112.8,0.2,3,88.96,2.418552,-2.802301,-863.0594,11.31212,462.3175,439.9,11496.3,248.7,138.8,49.41,3.172,97.993,3.52
1/27/2023,9:51:35,MP_010,1,8,AFF2FF041FF-------------------,,449.5864,449.6653,0.1209075,-16.79054,8213.444,8208.521,-53.16553,1671.613,1249.69,97.964,1430,1329,3.39,3.54,3.06,2.2,1546.8,0.1,3,87.66,2.721328,-1.919543,-1417.696,25.24,461.8305,432.72,9933.3,1323.7,143.45,5.88,2.646,88.832,4.53
1/27/2023,13:55:04,MP_010,1,8,AFF2FF041FF-------------------,,445.8547,445.9647,-0.555249,-10.98121,8602.696,8594.9,2415.186,2899.727,1249.73,98.145,1786,1578,5.17,5,5.06,3.86,452.8,0.1,3,88.39,0.763868,-0.1968007,-3881.429,15.95434,442.1264,435.58,9079.4,943.7,134.79,2.94,4.311,77.142,0.5
1/27/2023,18:02:51,MP_010,1,8,AFF2FF041FF-------------------,,449.2914,449.461,-0.6720904,-6.764018,8426.618,8428.673,2569.141,2876.508,1249.74,98.287,1639,1476,5.04,4.98,4.91,4.5,233.4,0.3,3,89.01,0.4843931,0.1219952,3970.591,9.301931,439.6158,443.35,8736,496.2,128.17,2.94,4.333,80.772,0.5
1/30/2023,11:42:13,MP_010,1,8,AFF2FF041FF-------------------,,448.0584,448.0418,-0.5473689,-16.12439,9647.207,9635.883,1411.542,1361.233,1249.76,97.711,1722,1537,4.69,4.7,4.32,3.02,523.5,0.6,3,86.83,-0.07935289,-0.8529215,93.03657,24.36878,24.1362,432.44,9585.6,941.2,154.52,38.24,3.464,94.604,1.01
1/30/2023,13:26:42,MP_010,1,8,AFF2FF041FF-------------------,,449.4645,449.5502,-0.6133345,-14.10469,8827.721,8840.086,2399.512,2073.212,1249.76,97.81,1575,1432,5.03,4.94,5.22,3.35,1584.4,0.2,3,87.09,-0.5141242,0.3678207,-1397.757,21.30039,459.5917,436.08,8513.8,1843.7,149.77,26.47,3.979,84.565,5.54
2/1/2023,15:51:41,MP_010,1,8,AFF2FF041FF-------------------,,448.894,448.9316,-0.751586,-10.3402,9027.604,9026.211,1373.733,1443.383,1249.74,98.315,1434,1336,3.63,3.5,3.49,3.19,137.2,0.1,3,88.99,0.1098032,-1.121538,-97.90417,14.93083,678.2084,439.32,9095.9,298.7,158.13,74.12,3.504,92.128,9.06
2/2/2023,10:52:20,MP_010,1,8,AFF2FF041FF-------------------,,446.7609,446.8914,0.08255535,-11.06913,9565.024,9560.371,408.2639,524.5787,1249.77,99.333,1499,1380,2.89,2.8,3.17,2.5,166.7,0.3,3,88.93,0.1834827,-2.178566,-84.22179,17.34128,758.9782,435.74,9676.7,353.7,149.59,100,2.73,99.997,2.52
2/2/2023,13:46:35,MP_010,1,8,AFF2FF041FF-------------------,,445.5235,445.6728,-0.08858774,-10.48722,10285.6,10289.32,616.1674,786.7535,1249.75,99.285,1587,1440,4.82,4.65,4.52,3.91,232.1,0.5,3,88.91,0.2693039,-1.910075,-140.9913,16.12738,615.3092,435.3,10459.9,498.7,,100,4.295,99.997,2.52
2/4/2023,12:50:22,MP_010,1,8,AFF2FF041FF-------------------,,447.8867,448.217,-0.5065905,-12.46244,9847.811,9852.885,1292.691,1282.875,1249.73,97.571,1547,1417,5.87,6.16,5.49,4.46,1518.9,0.5,3,88.31,-0.01548731,-0.1575029,98.33032,18.6838,139.9689,436.31,9843.1,1748.7,161.64,14.12,4.813,92.306,3.02
2/4/2023,16:17:52,MP_010,1,8,AFF2FF041FF-------------------,,449.3124,449.3315,-0.4042458,-17.01262,9808.557,9807.932,1236.771,1209.436,1249.72,97.689,1536,1404,4.69,4.64,4.94,3.65,349.7,0,3,88.62,-0.04312319,-1.088431,39.61961,25.96349,-589.7094,432.72,9780.6,868.7,154.2,25.29,3.789,96.86,6.54
2/6/2023,11:12:35,MP_010,1,8,AFF2FF041FF-------------------,,447.0745,447.1635,-0.8198298,-13.4297,8419.427,8413.394,2032.111,2055.111,1249.73,98.673,1557,1421,5,5.26,4.99,3.36,1221,0.3,3,86.34,3.62E-02,0.5676758,63.83126,19.68293,-46.64162,434.57,8436.4,1491.2,136.06,26.47,4.231,81.517,2.52
2/6/2023,14:33:42,MP_010,1,8,AFF2FF041FF-------------------,,445.0727,444.792,-1.093054,-1.985836,8791.858,8794.667,3523.052,3727.985,1249.81,98.582,1901,1646,5.72,5.62,6.02,4.72,681.3,0.2,3,88.41,0.3230665,0.2397849,1347.318,1.251369,442.2378,443.85,8999.6,1168.7,126.09,4.71,5.636,72.786,1.51
2/7/2023,14:04:15,MP_010,1,8,AFF2FF041FF-------------------,,448.4944,448.4427,-0.8136762,-9.118721,9145.134,9148.73,1743.437,2438.623,1249.77,98.49,1612,1457,5.9,5.72,6.35,4.64,1151.3,0.2,3,88.7,1.096825,-0.5388646,-2035.437,12.49156,450.0228,440.07,9843.9,1503.7,132.02,8.24,4.335,86.279,6.54
2/8/2023,9:48:34,MP_010,1,8,AFF2FF041FF-------------------,,451.4518,451.5696,-0.7009281,-11.9591,8991.839,8989.962,1684.605,1518.887,1249.74,99.771,1344,1263,4.23,4.11,4.15,3.38,262.5,0.1,3,88.83,-0.2611868,-0.6192517,421.778,17.70227,375.2574,440.34,8824.2,563.7,121.04,100,2.231,97.871,5.03
2/8/2023,12:27:26,MP_010,1,8,AFF2FF041FF-------------------,,450.023,450.2174,-0.6532826,-9.280512,9210.447,9205.367,1820.618,1602.413,1249.79,99.797,1464,1350,4.42,4.23,4.25,3.45,287.8,0.3,3,88.7,-0.3439791,-0.7127001,482.6421,13.62967,398.0308,441.62,8987.2,641.2,118.17,100,2.389,98.312,7.55
2/9/2023,13:20:15,MP_010,1,8,AFF2FF041FF-------------------,,446.8784,447.0404,-0.8954562,-13.22374,10081.57,10070.58,2035.947,2035.485,1249.66,98.472,1572,1431,10.98,10.87,6.43,10.02,1272.3,0.2,3,88.86,-0.000729,3.174341,-0.2296167,19.25795,130946.7,434.73,10070.1,1608.7,153.59,9.41,6.137,88.881,3.52
2/9/2023,17:16:03,MP_010,1,8,AFF2FF041FF-------------------,,445.3419,445.4043,-1.016435,-14.34826,10071.02,10073.2,2388.817,2326.214,1249.65,98.605,1751,1556,6.31,6.28,6.69,4.84,706.5,0.3,3,92.88,-0.09877812,-0.3492091,282.8624,20.86786,317.205,432.09,10010.6,1051.2,145.62,10,6.091,86.188,3.02
2/13/2023,16:28:51,MP_010,1,8,AFF2FF041FF-------------------,,447.5483,447.5354,-0.8313467,-9.947297,9207.885,9208.47,2182.251,2018.505,1249.69,98.503,1671,1499,4.28,4.37,4.29,3.89,139.9,0.1,3,89.17,-0.2581264,-0.5803047,444.8118,14.35333,388.4687,438.43,9044.7,,142.85,,,,
2/14/2023,11:34:27,MP_010,1,8,AFF2FF041FF-------------------,,447.0018,447.0672,-0.975835,-14.3853,8579.172,8566.149,2471.2,2658.488,1249.7,98.631,1601,1452,4.7,4.69,4.47,3.87,300.5,0.3,3,89.01,0.29515,-0.1045436,-2823.225,20.8193,445.2645,433.69,8753.4,,136.66,,,,
2/15/2023,10:33:09,MP_010,1,8,AFF2FF041FF-------------------,,448.4688,448.5334,-0.7331436,-12.75172,7130.869,7132.992,2027.369,2063.937,1249.74,99.661,1485,1368,1.1,0.87,1.06,0.79,150.3,0.2,3,89.14,0.05753852,-0.6483251,-88.7495,18.74994,766.7403,436.55,7169.6,,153.14,,,,
2/15/2023,13:47:35,MP_010,1,8,AFF2FF041FF-------------------,,447.5138,447.6606,-1.046576,-19.30856,7355.492,7350.218,2565.187,3260.795,1249.69,99.808,1540,1409,4.32,4.31,4.67,2.5,1540.5,0.2,3,85.92,1.095429,0.2802671,3908.519,28.05681,418.0243,429.41,8045.8,,146.28,,,,
2/15/2023,16:42:10,MP_010,1,8,AFF2FF041FF-------------------,,452.7558,453.1516,-0.8215044,-8.452754,7156.804,7151.809,2004.223,2077.48,1249.78,100.045,1373,1285,1.95,1.75,1.7,1.13,103.9,0.5,3,88.99,0.1152761,-0.2995963,-384.7714,11.87032,493.9201,445.57,7225.1,,141.13,,,,
2/16/2023,12:10:52,MP_010,1,8,AFF2FF041FF-------------------,,447.7394,447.8536,-0.9999946,-11.29075,7506.401,7484.24,2992.928,2963.798,1249.78,100.681,1405,1311,5.08,5.05,4.81,3.19,1248,0.3,3,84.96,-4.59E-02,1.242924,-36.88892,16.09658,1116.814,437.61,7455.1,,133.88,,,,
2/16/2023,15:56:23,MP_010,1,8,AFF2FF041FF-------------------,,447.8044,447.9471,-0.9991647,-5.865937,7660.256,7648.092,2294.237,2647.938,1249.76,100.702,1419,1322,4.39,4.02,3.64,3.25,332.7,0.2,3,88.65,0.5570109,8.32E-02,6691.273,7.356065,441.3467,443.12,8001.8,,124.46,,,,
