Date,Time,Code,Object,Area,Status,Comment,CO2abs,CO2buf,dCO2ZP,dCO2MP,H2Oabs,H2Obuf,dH2OZP,dH2OMP,Flow,Pamb,Aux1,Aux2,Tcuv,Tleaf,Tamb,Tmin/max,PARtop,PARamb,Inside Fan,rh ,E,VPD,GH2O,A,ci,ca,wa,PARweatherstation,Weight,"Wetness (LGR S/N: 21432090, SEN S/N: 21367120) - weather station","Temperature (LGR S/N: 21432090, SEN S/N: 21420856) - weather station","Relative Humidity (LGR S/N: 21432090, SEN S/N: 21420856) - weather station","Wind Speed (LGR S/N: 21432090, SEN S/N: 21435605) - weather station"
1/27/2023,12:03:54,MP_010,7,8,AFF2FF041FF-------------------,,443.2574,443.4681,0.1209075,-4.993664,9458.995,9444.893,-53.16553,3142.432,1249.85,98.047,1989,1711,6.55,5.97,5.61,5.02,1620.3,0.7,3,86.52,5.056421,-3.164798,-1597.707,5.773857,446.2096,438.39,12640.5,1978.7,13.26,3.53,4.775,78.631,1.51
1/27/2023,14:28:32,MP_010,7,8,AFF2FF041FF-------------------,,444.459,444.5026,-0.555249,-1.96642,8697.391,8699.448,2415.186,2926.406,1249.84,98.158,1856,1624,5.92,6.43,5.14,5.17,1011.1,0.3,3,87.32,0.8061019,0.6063867,1329.353,1.8475,440.4889,443.07,9210.7,1321.2,11.3,2.94,5.185,72.793,0.5
1/27/2023,18:41:36,MP_010,7,8,AFF2FF041FF-------------------,,448.2904,448.275,-0.6720904,-0.4616848,8584.233,8597.2,2569.141,2111.944,1249.72,98.321,1761,1558,3.74,3.64,3.88,2.48,162.9,0.2,3,85.25,-0.7200748,-0.07856116,9165.787,-0.005723121,448.5688,448.51,8140,268.7,10.64,2.94,3.317,82.048,2.01
1/30/2023,11:16:59,MP_010,7,8,AFF2FF041FF-------------------,,453.9247,454.598,-0.5473689,-7.565015,9318.381,9282.998,1411.542,1209.561,1249.61,97.7,1463,1353,4.77,4.49,5.44,3.06,1752.6,0.2,3,85.04,-0.3183869,-0.4713851,675.4284,11.10417,422.3451,447.67,9081,1468.7,13.94,42.94,3.145,95.445,1.01
1/30/2023,14:03:03,MP_010,7,8,AFF2FF041FF-------------------,,449.4681,449.256,-0.6133345,-3.755762,8907.066,8889.351,2399.512,2307.82,1249.61,97.859,1583,1440,5.46,5.32,5.87,3.75,1761.9,0.4,3,83.98,-0.1444963,0.318612,-453.518,4.972981,462.9522,446.07,8797.7,1746.2,12.19,24.71,3.893,83.296,4.53
2/1/2023,15:20:00,MP_010,7,8,AFF2FF041FF-------------------,,450.9925,451.0927,-0.751586,-3.463034,8829.779,8826.918,1373.733,1474.994,1249.83,98.282,1322,1249,3.72,3.49,3.44,3.15,146.6,0.2,3,88.96,0.1596239,-0.959398,-166.3792,4.164498,488.1378,448.39,8928.2,246.2,14.49,73.53,3.52,91.986,8.56
2/2/2023,11:19:14,MP_010,7,8,AFF2FF041FF-------------------,,445.6762,445.6442,0.08255535,-5.74272,9742.49,9742.632,408.2639,588.109,1249.76,99.325,1604,1455,3.71,3.51,3.4,3.17,399,0.2,3,88.91,0.283769,-2.036283,-139.3564,8.975443,541.8255,439.79,9922.5,598.7,12.55,100,2.794,99.997,2.52
2/4/2023,13:01:57,MP_010,7,8,AFF2FF041FF-------------------,,446.2436,446.3634,-0.5065905,-7.260182,9934.694,9936.474,1292.691,1280.305,1249.68,97.576,1661,1498,5.61,5.02,6.64,3.6,1427,0.6,3,85.3,-0.01954176,-0.9866809,19.80556,10.55841,-391.9994,439.61,9924.1,1731.2,13.45,14.12,4.695,92.328,4.53
2/4/2023,17:00:11,MP_010,7,8,AFF2FF041FF-------------------,,449.2573,449.2856,-0.4042458,-1.8119,9925.136,9922.686,1236.771,912.1865,1249.8,97.72,1636,1473,3.91,3.71,3.48,3.32,115.8,0.1,3,88.75,-0.5119972,-1.46156,350.3087,2.428427,438.0727,447.88,9598.1,173.7,11.94,100,3.124,99.641,4.03
2/6/2023,12:07:35,MP_010,7,8,AFF2FF041FF-------------------,,444.4982,444.5541,-0.8198298,-0.9211257,8847.929,8840.725,2032.111,2847.31,1249.54,98.671,1835,1610,4.87,4.81,5.95,3.42,730.3,0.6,3,84.11,1.285695,-0.9448556,-1360.732,-0.4132075,444.6292,444.45,9655.9,1196.2,10.79,10.59,4.193,80.058,2.01
2/6/2023,15:08:10,MP_010,7,8,AFF2FF041FF-------------------,,446.387,446.4297,-1.093054,-0.7847658,8843.818,8849.202,3523.052,3015.469,1249.77,98.554,1951,1683,5.41,5.21,4.9,3.77,525.8,0.5,3,84.89,-0.7996211,0.6403947,-1248.638,-0.1243952,446.1287,446.73,8341.6,873.7,10.57,5.29,3.585,77.543,2.01
2/7/2023,14:21:13,MP_010,7,8,AFF2FF041FF-------------------,,449.3479,449.6843,-0.8136762,-3.066472,9325.924,9315.557,1743.437,2433.161,1249.74,98.492,1663,1495,6.23,5.86,6.37,4.36,1296.2,0.2,3,85.28,1.088355,-0.6145682,-1770.927,3.032203,450.6088,447.51,10005.3,1566.2,12.12,8.24,4.923,84.901,5.54
2/8/2023,10:22:40,MP_010,7,8,AFF2FF041FF-------------------,,447.3215,447.392,-0.7009281,-2.007161,9223.304,9219.753,1684.605,1315.599,1249.77,99.76,1536,1405,4.1,3.95,3.89,3.03,386.1,0.1,3,86.96,-0.581611,-0.7382298,787.8455,2.300067,442.0664,446.11,8850.7,621.2,11.22,100,2.488,97.678,3.52
2/8/2023,13:06:16,MP_010,7,8,AFF2FF041FF-------------------,,447.3246,447.4327,-0.6532826,-1.168413,9292.249,9294.672,1820.618,1227.002,1249.79,99.745,1567,1428,4.18,3.96,4.04,3.33,475.1,0.2,3,86.78,-0.9355098,-0.577475,1620.001,1.222873,446.166,446.94,8701.1,773.7,11,100,2.282,97.827,7.55
2/9/2023,13:57:57,MP_010,7,8,AFF2FF041FF-------------------,,445.2728,445.3521,-0.8954562,-4.538426,10317.2,10308.97,2035.947,2228.631,1249.73,98.488,1749,1555,12.57,12.3,6.26,11.4,1233.1,0.1,3,85.33,0.3041986,4.065635,74.8219,5.556556,323.4432,441.72,10501.7,1573.7,12.12,8.82,6.268,88.821,3.02
2/9/2023,17:48:35,MP_010,7,8,AFF2FF041FF-------------------,,445.9926,445.9868,-1.016435,-1.109153,10162.76,10161.53,2388.817,2067.029,1249.71,98.615,1787,1577,5.79,5.67,5.65,4.9,428.2,0.3,3,91.5,-0.5076727,-0.5827342,871.1907,0.3712145,445.6503,445.91,9839.7,863.7,10.99,12.94,5.649,87.588,3.52
2/13/2023,17:22:19,MP_010,7,8,AFF2FF041FF-------------------,,444.0399,444.1629,-0.8313467,-2.359743,9757.15,9750.091,2182.251,2449.26,1249.82,98.538,1843,1614,5.24,5.09,4.86,4.11,312.8,0.5,3,86.47,0.4213602,-1.123492,-375.0449,2.201249,452.5917,442.65,10017.1,,11.6,,,,
2/14/2023,12:17:43,MP_010,7,8,AFF2FF041FF-------------------,,445.9853,446.0334,-0.975835,-1.035277,8847.261,8837.251,2471.2,2317.028,1249.78,98.621,1712,1526,4.07,4.04,3.96,3.34,238.4,0.3,3,87.32,-0.2429609,-0.4187032,580.27,0.2012198,445.739,445.99,8683.1,,11.27,,,,
2/15/2023,10:52:51,MP_010,7,8,AFF2FF041FF-------------------,,447.6191,447.6976,-0.7331436,-0.598479,7065.964,7069.358,2027.369,1973.401,1249.77,99.671,1509,1385,1.18,1.01,0.89,0.25,282.5,0.2,3,85.9,-0.08490366,-0.4242723,200.1159,-0.1723496,449.4928,447.85,7015.4,,11.1,,,,
2/15/2023,14:26:03,MP_010,7,8,AFF2FF041FF-------------------,,441.9559,442.0536,-1.046576,-0.5178992,7643.45,7637.106,2565.187,2538.925,1249.78,99.835,1820,1605,4.28,4.49,3.94,2.13,1779.7,0.5,3,81.43,-0.04134214,0.8218759,-50.30217,-0.8076152,416.9884,442.59,7610.8,,10.69,,,,
2/15/2023,17:27:42,MP_010,7,8,AFF2FF041FF-------------------,,449.165,449.3737,-0.8215044,-0.4152412,7283.845,7277.115,2004.223,1771.42,1249.76,100.106,1547,1412,1.42,1.31,0.96,0.94,87.9,0.6,3,87.17,-0.3662667,-0.3399956,1077.269,-0.4699208,450.7137,449.79,7044.3,,10.71,,,,
2/16/2023,12:38:42,MP_010,7,8,AFF2FF041FF-------------------,,443.6881,443.6841,-0.9999946,-0.9016519,7369.161,7393.071,2992.928,2902.432,1249.69,100.67,1536,1403,3.85,3.84,3.97,2.4,524.1,0.3,3,83.3,-0.1424046,0.6880848,-206.958,-0.09042387,442.6353,443.79,7302.6,,10.55,,,,
2/16/2023,16:35:45,MP_010,7,8,AFF2FF041FF-------------------,,447.064,447.0182,-0.9991647,-0.7265249,7914.967,7911.769,2294.237,2415.251,1249.81,100.67,1441,1341,4.46,4.21,4.21,2.84,1127.4,0.1,3,84.52,0.1905871,0.161695,1178.683,-0.5111842,447.8587,447.3,8032.8,,10.61,,,,
2/18/2023,10:44:01,MP_010,7,8,AFF2FF041FF-------------------,,445.8044,445.6594,-0.3618968,-2.088169,9390.641,9384.416,1093.125,1208.077,1249.75,99.81,1604,1453,4.55,4.53,3.93,3.68,446.5,0.3,3,86.81,0.1812986,-1.054577,-171.9158,2.616272,468.4036,443.91,9499.4,,11.37,,,,
