Date,Time,Code,Object,Area,Status,Comment,CO2abs,CO2buf,dCO2ZP,dCO2MP,H2Oabs,H2Obuf,dH2OZP,dH2OMP,Flow,Pamb,Aux1,Aux2,Tcuv,Tleaf,Tamb,Tmin/max,PARtop,PARamb,Inside Fan,rh ,E,VPD,GH2O,A,ci,ca,wa,PARweatherstation,Weight ,"Wetness (LGR S/N: 21432090, SEN S/N: 21367120) - weather station","Temperature (LGR S/N: 21432090, SEN S/N: 21420856) - weather station","Relative Humidity (LGR S/N: 21432090, SEN S/N: 21420856) - weather station","Wind Speed (LGR S/N: 21432090, SEN S/N: 21435605) - weather station"
1/17/2023,15:45:09,MP_010,4,8,AFF2FF041FF-------------------,,445.0595,445.0086,-0.9634451,-1.089113,8047.871,8040.933,2439.657,3147.313,1249.72,99.306,1611,1457,6.31,6.35,6.02,5.09,1330.1,0.5,3,83.9,1.115223,0.902537,1235.654,-0.299806,444.6135,444.86,8748.6,1566.2,6.78,20,4.343,73.016,9.56
1/18/2023,9:42:59,MP_010,4,8,AFF2FF041FF-------------------,,451.7607,451.8987,-0.252425,-1.094435,8913.666,8900.17,114.9929,1500.142,1249.78,98.378,1294,1229,4.46,4.47,4.27,3.46,371.9,0.2,3,87.43,2.186399,-1.76107,-1241.518,0.3291098,452.7611,451.11,10285.3,718.7,11.34,100,4.043,88.864,10.07
1/18/2023,14:45:09,MP_010,4,8,AFF2FF041FF-------------------,,449.4835,449.4699,-0.7171336,-1.398422,9193.751,9192.887,1495.79,1537.497,1249.67,98.773,1452,1346,4.42,4.28,4.2,3.47,166.9,0.3,3,87.92,0.06575746,-0.8489331,-77.45895,1.034722,470.2611,448.81,9234.6,261.2,10.02,100,4.014,88.966,4.03
1/19/2023,10:04:44,MP_010,4,8,AFF2FF041FF-------------------,,446.1374,446.2387,-0.5987698,-1.118471,9419.041,9414.712,414.6395,1273.162,1249.83,98.696,1494,1374,4.57,4.72,4.68,3.54,494.4,0.1,3,86.52,1.355181,-1.626665,-833.1041,0.2078889,447.244,445.72,10273.2,968.7,9.63,100,4.193,91.528,8.05
1/21/2023,16:05:14,MP_010,4,8,AFF2FF041FF-------------------,,444.1397,444.3714,-0.2477597,-0.1057228,9935.748,9933.653,836.6671,729.8658,1249.8,99.276,1558,1419,4.44,4.68,4.1,3.8,190.3,0.1,3,88.91,-0.1685068,-1.250801,134.7191,-0.1469846,447.1374,444.57,9826.9,353.7,6.89,100,3.695,97.839,3.02
1/22/2023,10:30:46,MP_010,4,8,AFF2FF041FF-------------------,,446.5423,446.6321,-0.8015731,-0.7000586,8373.83,8366.232,1492.613,1883.272,1249.83,98.859,1454,1345,4.26,4.54,3.97,3.06,647.7,0.2,3,86.13,0.6157166,-0.2169337,-2838.271,-0.4336922,446.7043,446.79,8756.9,931.2,7.53,71.18,3.26,85.327,8.05
1/22/2023,17:43:02,MP_010,4,8,AFF2FF041FF-------------------,,447.393,447.3309,0.0933015,-0.1457933,8273.865,8270.167,-496.8869,702.4774,1249.73,99.187,1527,1397,4.21,4.08,3.92,3.22,266.5,0.3,3,71.16,1.891507,-1.240883,-1524.323,-0.4721563,447.4652,447.08,9469.5,1336.2,7.09,75.29,3.427,81.903,6.54
1/24/2023,19:07:56,MP_010,4,8,AFF2FF041FF-------------------,,446.0041,446.0566,0.2850871,-0.546711,9869.028,9879.14,-149.4931,1008.861,1249.78,98.403,1692,1514,3.99,3.9,3.79,3.62,88.8,0.2,3,88.93,1.829803,-2.863474,-639.0148,0.4847293,448.4321,445.25,11037.5,143.7,10.76,88.82,2.826,99.002,2.01
1/27/2023,11:18:24,MP_010,4,8,AFF2FF041FF-------------------,,443.058,443.1176,0.1209075,-1.427079,8972.586,8979.53,-53.16553,2132.154,1249.86,98.025,1900,1655,4.69,5.08,4.54,3.19,1642.4,0.2,3,85.43,3.452718,-2.243479,-1539.001,0.8938465,444.0222,441.57,11164.9,1713.7,10.75,4.71,3.475,83.139,5.03
1/27/2023,14:09:00,MP_010,4,8,AFF2FF041FF-------------------,,445.5121,445.7416,-0.555249,-1.639147,8619.631,8628.123,2415.186,2641.925,1249.95,98.149,1826,1605,5.12,5.2,4.03,4.44,649.5,0.8,3,88.47,0.3574294,0.1532229,2332.741,1.534584,443.5374,444.67,8854.9,986.2,9.71,2.94,5.07,74.943,0.5
1/27/2023,18:24:31,MP_010,4,8,AFF2FF041FF-------------------,,449.2099,449.2189,-0.6720904,-1.579991,8590.104,8583.216,2569.141,2469.529,1249.74,98.304,1726,1535,4.38,4.22,4.9,3.68,240.9,0.3,3,88.28,-0.1569428,-0.08559957,1833.453,1.488657,447.1156,448.32,8483.6,368.7,9,2.94,3.85,81.984,0.5
1/30/2023,11:33:22,MP_010,4,8,AFF2FF041FF-------------------,,447.9897,447.8862,-0.5473689,-0.8750812,9539.589,9549.054,1411.542,930.8378,1249.71,97.713,1664,1497,4.04,3.9,4.06,2.56,411.7,0.1,3,85.95,-0.7577947,-0.8151914,929.5912,0.8510821,446.6924,447.55,9068.4,631.2,10.93,40,3.461,95.169,1.01
1/30/2023,13:41:59,MP_010,4,8,AFF2FF041FF-------------------,,448.6563,448.7695,-0.6133345,-1.425954,8744.169,8749.41,2399.512,1984.852,1249.82,97.816,1584,1440,4.85,4.81,4.57,3.54,1316.5,0.8,3,86.78,-0.6532551,0.4642577,-1407.096,1.562209,449.4398,448.03,8334.8,1251.2,10.16,28.82,3.692,83.795,6.54
2/1/2023,16:01:08,MP_010,4,8,AFF2FF041FF-------------------,,448.9905,449.2383,-0.751586,-1.069591,9041.236,9038.245,1373.733,1575.628,1249.83,98.318,1453,1348,3.77,3.59,3.6,3.13,306.9,0,3,88.54,0.3183613,-1.215616,-261.8929,0.3538812,451.9338,448.97,9240.1,376.2,10.45,72.35,3.585,91.229,9.06
2/2/2023,11:30:15,MP_010,4,8,AFF2FF041FF-------------------,,445.331,445.4642,0.08255535,-0.8895267,9856.917,9858.908,408.2639,680.0011,1249.79,99.345,1641,1480,3.72,3.46,3.38,2.62,439,0.3,3,87.4,0.4288623,-2.27202,-188.7582,1.327988,457.0819,444.51,10130.7,673.7,9.44,100,2.81,99.997,4.03
2/4/2023,14:10:12,MP_010,4,8,AFF2FF041FF-------------------,,444.9097,444.8522,-0.363553,-1.714421,10452.51,10443.67,1925.364,2059.304,1249.71,97.606,1884,1637,5.89,6.11,6.04,4.32,720.4,0.1,3,86.49,0.2114702,-0.9349232,-226.19,2.016463,458.0249,443.46,10577.6,1308.7,9.23,14.71,4.201,95.554,4.03
2/4/2023,16:48:36,MP_010,4,8,AFF2FF041FF-------------------,,448.658,448.8662,-0.4042458,-0.5076518,9857.67,9855.845,1236.771,891.4874,1249.75,97.717,1613,1458,3.8,3.66,3.82,3.38,109.5,0.2,3,88.8,-0.544576,-1.402228,388.3647,0.4059443,448.1488,448.8,9510.6,173.7,8.69,95.29,3.167,98.993,4.03
2/6/2023,11:36:35,MP_010,4,8,AFF2FF041FF-------------------,,446.4531,445.8972,-0.8198298,-0.7924682,8572.917,8568.123,2032.111,2387.86,1249.7,98.662,1731,1545,5.53,5.52,5.15,3.62,1329.2,0.5,3,83.93,0.5607294,0.2425857,2311.469,-0.292742,445.8761,445.85,8923.9,1623.7,7.24,11.18,4.55,79.223,2.01
2/6/2023,14:51:41,MP_010,4,8,AFF2FF041FF-------------------,,445.9962,445.9306,-1.093054,-1.167188,8815.734,8816.688,3523.052,3668.045,1249.77,98.565,1942,1679,5.97,5.82,5.83,4.34,954.6,0.4,3,85.22,0.2285585,0.4061838,562.6971,0.01391486,445.509,445.83,8961.7,1196.2,7,4.71,5.217,72.566,0.5
2/7/2023,14:34:03,MP_010,4,8,AFF2FF041FF-------------------,,447.7201,447.815,-0.8136762,-0.5142955,9474.599,9474.729,1743.437,1990.296,1249.73,98.51,1707,1524,5.76,5.36,5.58,3.47,1298.1,0.3,3,84.19,0.3894182,-0.6513331,-597.8787,-0.6422086,446.9552,448.18,9721.6,1638.7,7.46,7.65,4.85,84.569,5.54
2/8/2023,10:08:58,MP_010,4,8,AFF2FF041FF-------------------,,448.269,448.342,-0.7009281,-0.3982248,9099.869,9098.82,1684.605,1264.732,1249.76,99.768,1482,1365,3.82,3.77,3.87,3.22,313.6,0.1,3,88.36,-0.6616654,-0.6666093,992.5835,-0.1760137,449.4105,448.67,8678.9,546.2,7.26,100,2.416,98.41,3.02
2/8/2023,12:53:17,MP_010,4,8,AFF2FF041FF-------------------,,447.4203,447.5286,-0.6532826,-0.3138639,9363.448,9363.622,1820.618,1230.188,1249.76,99.768,1554,1417,4.07,3.88,3.93,3.13,441.7,0.2,3,87.84,-0.9305325,-0.6981777,1332.802,-0.1134741,448.4985,447.88,8773.2,696.2,7.16,100,2.274,98.659,8.56
2/9/2023,13:43:09,MP_010,4,8,AFF2FF041FF-------------------,,445.7265,445.6754,-0.8954562,-1.95089,10176.5,10181.79,2035.947,2090.325,1249.88,98.496,1708,1527,12.51,12.31,6.44,11.42,841.8,0,3,85.72,8.58E-02,4.341571,19.77068,1.610792,314.9216,444.59,10236.2,1586.2,9.09,8.82,6.301,89.042,3.02
2/9/2023,17:36:42,MP_010,4,8,AFF2FF041FF-------------------,,445.5786,445.5765,-1.016435,-0.9494831,10140.98,10135.17,2388.817,2237.15,1249.67,98.614,1784,1576,6.02,5.93,5.89,4.6,587.4,0.2,3,91.81,-0.2393069,-0.5553219,430.9337,0.002067798,446.0497,445.67,9983.5,938.7,7.91,11.76,5.882,86.595,4.03
2/13/2023,17:02:59,MP_010,4,8,AFF2FF041FF-------------------,,445.0932,445.1106,-0.8313467,-2.058614,9569.762,9557.068,2182.251,2693.405,1249.68,98.528,1788,1579,5.29,5.07,5.42,4.62,471.5,0.2,3,88.13,0.8065927,-1.189405,-678.1483,1.559076,448.2971,443.88,10068.2,,9.43,,,,
2/14/2023,12:04:23,MP_010,4,8,AFF2FF041FF-------------------,,446.4941,446.5612,-0.975835,-1.870103,8731.495,8720.076,2471.2,2505.519,1249.68,98.618,1686,1508,4.15,3.97,4.15,3.53,329.6,0.2,3,88.6,0.05408223,-0.5303336,-101.9778,1.372835,467.0594,445.68,8754.4,,8.68,,,,
2/15/2023,9:55:04,MP_010,4,8,AFF2FF041FF-------------------,,451.8919,451.9502,-0.7331436,-1.507298,6921.566,6909.287,2027.369,2090.619,1249.73,99.612,1343,1263,1.46,1.33,1.18,0.57,258.7,0.2,3,87.74,0.0995014,-0.2217835,-448.6419,1.164462,455.3918,451.19,6972.5,,10.71,,,,
2/15/2023,14:11:16,MP_010,4,8,AFF2FF041FF-------------------,,444.2375,444.2498,-1.046576,-2.119032,7463.729,7458.335,2565.187,3215.855,1249.76,99.809,1748,1555,4.15,4.08,4.1,2.28,1104.9,0.4,3,84.21,1.024779,0.08518033,12030.7,1.221245,442.9404,443.16,8109,,9.57,,,,
2/15/2023,17:05:30,MP_010,4,8,AFF2FF041FF-------------------,,449.635,449.7079,-0.8215044,-1.070889,7173.517,7177.358,2004.223,1948.818,1249.8,100.074,1489,1371,1.39,1.2,1.12,0.72,96.5,0.2,3,88.49,-0.08717727,-0.4675174,186.4685,0.4287851,446.2022,449.46,7122,,8.73,,,,
2/16/2023,13:03:51,MP_010,4,8,AFF2FF041FF-------------------,,445.256,445.3764,-0.9999946,-0.9090484,7740.478,7731.087,2992.928,2864.801,1249.71,100.689,1544,1415,4.68,4.87,4.75,3.11,1438.7,0.3,3,84.16,-0.2016846,0.9856035,-204.6306,-0.05221916,444.4215,445.5,7603,,7.76,,,,
2/16/2023,16:22:16,MP_010,4,8,AFF2FF041FF-------------------,,447.9848,447.6044,-0.9991647,-1.016467,7858.446,7853.232,2294.237,2551.289,1249.64,100.671,1427,1329,4.45,4.71,4.47,2.98,877.1,0.3,3,84.78,0.4048124,0.3808991,1062.781,-0.1541346,447.4799,447.52,8110.3,,7.35,,,,
2/18/2023,10:29:55,MP_010,4,8,AFF2FF041FF-------------------,,447.4371,447.2729,-0.3618968,-0.5145003,9181.844,9172.009,1093.125,1119.084,1249.79,99.83,1533,1402,4.06,4.18,3.86,3.4,418.9,0.1,3,87.84,4.09E-02,-0.9598423,-42.64306,0.2201025,455.8402,447.11,9198,,7.52,,,,
